g u-g g-r r-i i-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
18.814 3.005 1.318 1.055 0.606 31.338 34.218 23.47 -51.47 -17.69 0.85 0.00466 11.31 5 7.25 3419.0 4.99 3 1.2952 0.356 9.783 0.279 0.095 -0.014 239.459518 -48.284592 61.247589 -37.220097 0.2148 -8.0726 -0.1231 -0.1453 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.201 2.883 1.297 0.964 0.553 7.954 3.313 19.07 -10.99 -14.09 -10.08 0.00456 10.68 5 7.2 3565.0 4.93 5 4.0877 0.324 9.491 0.303 0.141 0.003 239.238388 -48.173321 61.385204 -37.071613 0.2191 -8.0747 -0.1255 -0.1483 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.973 2.8 1.296 0.91 0.521 -16.631 -2.675 1.96 8.37 9.41 -11.26 0.00473 10.53 5 7.2 3533.0 4.88 4 2.56 0.486 9.274 0.326 -0.066 0.06 239.585175 -48.504944 60.971378 -37.304874 0.2115 -8.071 -0.1209 -0.1434 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.583 2.711 1.334 0.813 0.466 22.552 44.587 10.44 -49.48 2.51 7.17 0.00484 10.17 5 7.15 3691.0 4.86 6 5.9895 0.622 9.061 0.349 -0.401 0.071 239.465256 -48.005779 61.597733 -37.221069 0.2068 -8.0703 -0.1192 -0.1387 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.559 2.741 1.28 0.871 0.498 4.432 -14.046 5.64 7.28 -15.23 -1.74 0.00485 10.18 5 7.15 3660.0 4.74 4 2.5662 0.677 9.061 0.349 0.077 0.026 239.905502 -48.344368 61.17429 -37.516998 0.2062 -8.0687 -0.1186 -0.139 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.67 2.593 1.265 0.734 0.417 15.537 -5.836 20.86 -6.12 -24.12 -5.36 0.00477 9.28 5 7.05 3815.0 4.63 7 8.4664 0.324 8.477 0.419 -0.042 0.018 239.301605 -47.732891 61.938095 -37.107231 0.2094 -8.0719 -0.1211 -0.14 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.933 1.05 0.407 0.123 0.015 13.048 -17.906 -21.24 18.45 -6.66 23.83 0.00456 14.99 6 9.2 6073.0 8.56 6 5.7939 0.853 14.94 0.008 0.121 0.008 239.415924 -48.076416 61.508587 -37.188923 0.2194 -8.0746 -0.1262 -0.1483 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.982 2.601 1.259 0.665 0.376 30.665 -14.376 22.34 -5.8 -35.61 6.75 0.00463 9.53 5 7.05 3854.0 4.92 8 10.0021 0.327 8.454 0.409 -0.293 0.212 240.290726 -48.427917 61.068367 -37.772724 0.2159 -8.071 -0.1244 -0.1465 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.676 3.056 1.409 1.418 0.822 -23.656 -14.846 11.25 19.02 3.1 -24.05 0.00451 14.04 5 7.45 3138.0 4.89 5 4.0046 0.103 11.536 0.151 0.123 -0.002 240.070282 -48.483387 60.998863 -37.626339 0.2219 -8.0734 -0.1274 -0.1511 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.459 2.986 1.394 1.364 0.789 -1.121 -26.59 2.94 21.3 -14.65 -3.23 0.00452 13.84 5 7.45 3125.0 4.92 2 0.1427 0.021 11.097 0.18 0.135 0.062 239.279099 -48.075436 61.508339 -37.097496 0.2213 -8.0755 -0.1271 -0.1496 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.201 2.958 1.39 1.331 0.769 -10.937 4.291 6.22 -1.8 7.89 -11.39 0.00422 13.43 5 7.4 3169.0 4.89 3 1.453 0.174 10.885 0.196 -0.082 -0.008 240.327835 -48.292099 61.240105 -37.797863 0.2371 -8.0781 -0.1371 -0.162 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.081 3.024 1.353 1.209 0.697 19.0 49.79 34.77 -67.07 -9.17 -13.87 0.00438 12.42 5 7.35 3304.0 4.87 3 1.5485 0.2 10.314 0.238 0.013 0.013 239.848053 -48.160732 61.405586 -37.478107 0.2281 -8.0764 -0.1316 -0.1549 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.771 3.048 1.359 1.146 0.659 -6.983 8.4 -1.76 -5.37 10.8 -2.45 0.00424 12.04 5 7.35 3313.0 4.86 2 0.0808 0.234 10.132 0.253 -0.08 0.031 239.499161 -47.843048 61.802475 -37.241684 0.236 -8.0804 -0.1365 -0.16 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.735 3.049 1.359 1.147 0.659 3.33 43.776 34.27 -55.59 3.26 -21.84 0.0042 11.98 5 7.35 3390.0 5.03 6 5.8175 0.172 10.132 0.253 -0.116 -0.022 239.407425 -48.369194 61.141041 -37.186153 0.2379 -8.0804 -0.136 -0.1628 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.692 2.964 1.397 1.09 0.623 14.554 -1.433 21.06 -11.18 -23.42 -6.15 0.00438 12.01 5 7.3 3395.0 5.15 4 2.3461 0.378 10.072 0.258 -0.313 -0.02 239.607132 -48.325356 61.197266 -37.318573 0.2283 -8.0768 -0.1309 -0.1555 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.313 2.806 1.427 1.003 0.572 33.545 9.257 10.7 -26.38 -24.93 15.95 0.00449 11.66 5 7.3 3468.0 5.11 5 4.0013 0.277 9.92 0.269 -0.406 0.041 239.9935 -48.158222 61.409248 -37.575127 0.2228 -8.0743 -0.1287 -0.151 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.129 3.051 1.324 1.087 0.625 28.274 12.866 55.32 -41.94 -45.91 -21.95 0.00449 11.55 5 7.3 3358.0 4.78 7 8.5598 0.322 9.874 0.273 -0.048 0.027 239.663177 -47.716267 61.963722 -37.35017 0.2227 -8.0757 -0.1293 -0.1497 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.093 3.009 1.317 1.057 0.607 -9.183 -3.84 10.55 1.28 -0.84 -16.97 0.0042 11.37 5 7.25 3444.0 4.84 4 2.4484 0.442 9.783 0.279 0.004 0.037 239.611069 -47.634892 62.065411 -37.313927 0.2379 -8.0811 -0.1383 -0.1608 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.919 2.896 1.326 0.992 0.569 16.125 28.736 -1.1 -35.77 2.68 8.79 0.00419 11.19 5 7.25 3472.0 4.85 4 2.6008 0.494 9.652 0.289 -0.007 0.018 240.488907 -47.920826 61.710133 -37.905987 0.2388 -8.0788 -0.1393 -0.1623 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.496 2.807 1.336 0.943 0.541 29.925 28.801 8.8 -40.78 -10.43 13.61 0.00441 10.87 5 7.25 3472.0 4.73 3 1.526 0.463 9.565 0.296 -0.011 -0.04 240.556671 -48.358196 61.155411 -37.949696 0.2267 -8.074 -0.1312 -0.1544 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.963 2.699 1.292 0.82 0.469 28.362 10.746 21.02 -28.94 -24.93 6.3 0.00427 10.31 5 7.15 3625.0 4.71 3 1.6467 0.525 8.921 0.365 -0.104 -0.037 240.404495 -48.354755 61.160545 -37.848595 0.2344 -8.0769 -0.1354 -0.1602 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.886 2.637 1.278 0.694 0.394 0.641 -6.637 0.44 4.8 -6.13 -2.0 0.00441 9.32 5 7.05 3771.0 4.84 5 4.0178 0.612 8.378 0.434 -0.009 -0.009 240.013855 -47.612572 62.097866 -37.585102 0.2269 -8.0764 -0.1325 -0.1526 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.584 1.455 0.558 0.18 0.054 17.932 8.217 47.55 -30.2 -35.65 -23.13 0.00453 14.52 6 9.1 5450.0 8.23 5 4.1343 0.618 14.61 0.012 -0.397 -0.042 239.917526 -47.765629 61.903999 -37.521767 0.2206 -8.0743 -0.1283 -0.1483 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.356 2.798 1.438 0.993 0.566 31.344 -18.212 1.94 2.52 -33.55 18.28 0.00433 12.62 5 7.3 3308.0 5.03 8 9.9846 0.11 10.57 0.2 -0.43 0.262 240.323212 -48.317471 61.208031 -37.79472 0.2311 -8.0761 -0.1335 -0.1576 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.62 2.709 1.346 0.771 0.441 23.287 -0.601 19.97 -17.32 -29.26 2.69 0.00423 10.92 5 7.15 3618.0 4.73 8 10.2402 0.301 9.355 0.3 -0.408 0.201 239.699265 -47.957436 61.660652 -37.377171 0.2362 -8.0798 -0.1366 -0.1604 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.867 2.664 1.3 0.775 0.442 -3.439 -48.521 -8.98 48.94 -17.92 5.48 0.00449 10.33 5 7.1 3671.0 4.94 8 9.9596 0.377 9.052 0.334 -0.113 0.083 239.721176 -47.999405 61.608006 -37.39222 0.2227 -8.0751 -0.1287 -0.1505 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.974 3.138 1.441 1.39 0.797 22.163 0.733 41.69 -24.92 -41.93 -14.27 0.00414 14.14 5 7.45 2967.0 5.12 6 5.9231 0.347 11.536 0.151 -0.123 0.024 239.956436 -47.596516 62.117592 -37.546211 0.2413 -8.0815 -0.1408 -0.1632 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.844 3.072 1.42 1.386 0.799 -3.074 8.233 19.75 -13.4 -2.82 -14.3 0.00399 13.94 5 7.45 3096.0 5.11 6 5.9038 0.041 11.388 0.16 -0.177 0.077 239.549652 -48.423035 61.074184 -37.280949 0.2507 -8.0843 -0.1434 -0.1725 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.616 3.022 1.402 1.392 0.806 20.881 15.229 -20.27 -20.21 1.63 31.99 0.00385 13.65 5 7.45 3037.0 5.1 7 8.62 0.17 11.315 0.165 0.108 -0.001 239.466766 -48.537418 60.930122 -37.226593 0.2596 -8.0873 -0.148 -0.1795 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.103 2.928 1.383 1.313 0.758 9.435 12.242 6.4 -19.72 -3.25 3.09 0.0039 13.17 5 7.4 3208.0 5.11 3 1.3708 0.244 10.748 0.206 0.073 0.063 239.290619 -48.199356 61.353104 -37.106758 0.2566 -8.0873 -0.147 -0.1763 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.242 3.011 1.37 1.192 0.685 2.076 1.762 19.11 -9.75 -12.73 -14.31 0.00394 12.34 5 7.35 3302.0 5.0 4 2.2561 0.214 10.314 0.238 -0.111 -0.037 240.409882 -47.894741 61.743134 -37.852989 0.254 -8.0841 -0.1481 -0.1734 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.085 3.014 1.377 1.148 0.659 2.854 58.583 48.71 -75.88 6.66 -30.05 0.00404 12.24 5 7.35 3310.0 5.01 7 8.5559 0.207 10.193 0.248 -0.221 0.049 239.720825 -47.842087 61.806 -37.390434 0.2475 -8.0838 -0.1435 -0.1685 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.988 2.709 1.337 0.809 0.463 -3.596 -22.044 19.58 17.31 -21.4 -16.13 0.00402 10.17 5 7.15 3604.0 4.91 6 5.8784 0.557 9.061 0.349 -0.261 0.04 240.144501 -47.979488 61.63538 -37.675419 0.2488 -8.0829 -0.1444 -0.1698 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.642 2.589 1.259 0.618 0.348 27.245 7.454 47.41 -33.79 -44.18 -13.15 0.00387 8.81 5 7.0 3874.0 4.87 5 4.01 0.464 7.985 0.496 -0.329 0.008 239.758438 -48.164921 61.399876 -37.418358 0.2587 -8.0869 -0.149 -0.1777 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.693 2.558 1.233 0.622 0.349 9.214 -5.057 16.58 -3.92 -18.35 -4.43 0.00387 8.87 5 7.0 3982.0 4.5 3 1.587 0.715 7.886 0.513 -0.466 -0.02 240.401245 -48.544403 60.920399 -37.845291 0.2581 -8.0844 -0.1486 -0.1784 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.334 0.905 0.305 0.086 -0.035 26.145 18.511 8.59 -34.61 -15.15 16.03 0.00388 14.11 6 9.2 6471.0 8.25 5 3.9094 0.679 14.15 0.01 -0.216 0.02 239.746414 -47.882248 61.755676 -37.408024 0.2578 -8.0871 -0.1494 -0.1762 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.93 3.064 1.423 1.361 0.783 -11.048 -11.582 17.3 11.83 -9.5 -23.32 0.00363 13.82 5 7.45 3111.0 5.26 6 6.1344 0.166 11.241 0.17 0.064 0.017 240.57457 -48.045204 61.552326 -37.963142 0.2751 -8.0904 -0.1602 -0.1896 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.395 3.026 1.425 1.3 0.745 10.309 -23.484 41.41 8.41 -46.38 -21.15 0.0037 13.32 5 7.4 3160.0 5.01 6 5.9163 0.218 10.885 0.196 -0.475 0.009 240.537384 -48.570103 60.886875 -37.935173 0.2701 -8.0879 -0.1556 -0.1875 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.688 2.988 1.361 1.24 0.715 22.041 21.838 10.18 -39.48 -9.27 10.46 0.00364 12.62 5 7.35 3169.0 4.8 4 2.5736 0.296 10.437 0.229 0.063 0.017 239.682892 -47.974552 61.638988 -37.366375 0.275 -8.0929 -0.1589 -0.1892 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.936 3.032 1.368 1.118 0.642 44.407 39.613 42.65 -79.78 -35.66 6.7 0.00368 11.89 5 7.3 3342.0 4.99 5 4.0841 0.28 10.072 0.258 0.077 -0.01 240.486404 -48.087761 61.498558 -37.904114 0.2714 -8.0893 -0.1578 -0.187 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.8 3.022 1.346 1.084 0.622 14.003 30.484 13.1 -41.91 -0.27 8.29 0.00374 11.81 5 7.3 3319.0 4.9 5 4.0588 0.342 9.92 0.269 0.015 0.036 240.168274 -48.014317 61.591396 -37.691437 0.2671 -8.0889 -0.155 -0.1835 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.832 2.646 1.271 0.807 0.46 16.684 28.965 34.65 -54.32 -13.02 -11.62 0.0037 9.88 5 7.1 3670.0 4.69 4 2.4942 0.336 8.785 0.38 -0.134 -0.016 239.232239 -48.005386 61.595604 -37.065178 0.2705 -8.0926 -0.1555 -0.1861 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.219 2.878 1.352 0.999 0.573 13.906 44.6 14.47 -63.1 8.2 -1.13 0.00362 12.15 5 7.25 3472.0 4.83 8 10.0382 0.255 10.333 0.215 -0.149 0.182 239.851105 -48.494858 60.984547 -37.481075 0.2764 -8.092 -0.1584 -0.192 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.578 2.721 1.349 0.867 0.497 37.914 12.308 -5.24 -31.65 -19.9 37.34 0.00362 11.52 5 7.2 3568.0 4.98 8 9.9273 0.206 9.796 0.258 -0.366 0.205 239.398788 -48.004623 61.598499 -37.176586 0.2763 -8.0941 -0.1591 -0.1904 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.441 2.919 1.438 0.644 0.369 49.834 -16.67 -8.31 -2.7 -44.21 46.75 0.00383 10.48 5 7.15 3656.0 4.96 8 10.1792 0.286 9.203 0.318 -1.114 0.32 239.776657 -48.430248 61.065853 -37.431614 0.2608 -8.0871 -0.1495 -0.1801 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.224 2.839 1.422 0.626 0.357 -1.094 -27.889 -36.89 42.83 5.18 25.1 0.00369 10.19 5 7.1 3709.0 4.9 8 9.8138 0.432 9.052 0.334 -1.288 0.297 239.54657 -47.84037 61.806381 -37.273464 0.2713 -8.0923 -0.157 -0.1861 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.702 3.027 1.417 1.332 0.765 11.552 24.112 9.93 -39.29 0.34 5.96 0.00336 13.42 5 7.45 3151.0 5.06 6 5.8542 0.004 11.026 0.185 -0.212 -0.014 239.168991 -47.814293 61.834087 -37.019596 0.2977 -8.1025 -0.1717 -0.2056 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.464 3.003 1.418 1.294 0.742 32.705 45.38 30.04 -79.97 -13.78 6.75 0.00342 13.23 5 7.4 3263.0 4.98 5 3.9805 0.4 10.816 0.201 -0.097 0.023 239.862442 -47.836086 61.81477 -37.485428 0.2922 -8.0985 -0.1696 -0.2016 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.404 2.924 1.381 1.315 0.76 4.114 16.196 34.95 -35.05 -13.49 -25.42 0.00334 13.13 5 7.4 3297.0 4.95 4 2.5592 0.319 10.748 0.206 0.057 0.011 240.623337 -47.795815 61.868645 -37.996178 0.2997 -8.0988 -0.1754 -0.207 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.325 2.937 1.373 1.286 0.742 -3.027 -1.443 16.99 -1.5 -5.13 -16.34 0.00342 13.12 5 7.4 3328.0 4.99 6 5.9396 0.124 10.624 0.215 0.094 -0.029 239.789825 -48.394955 61.110332 -37.440269 0.2922 -8.0976 -0.1676 -0.2035 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.17 3.028 1.445 1.218 0.693 17.625 31.667 12.74 -52.81 -3.37 3.66 0.00354 12.99 5 7.4 3247.0 5.11 7 8.6448 0.262 10.624 0.215 -0.281 0.031 240.364334 -47.62413 62.085629 -37.82143 0.2827 -8.0942 -0.1656 -0.1938 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.939 2.989 1.387 1.215 0.697 6.352 4.258 -6.02 -6.56 -0.74 8.7 0.00336 12.68 5 7.35 3182.0 5.0 5 4.0013 0.22 10.437 0.229 -0.229 0.007 240.377151 -48.075012 61.514843 -37.831142 0.298 -8.0984 -0.1731 -0.2067 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.771 3.008 1.375 1.188 0.683 17.338 18.944 45.26 -47.31 -27.83 -15.09 0.00342 12.56 5 7.35 3282.0 5.05 3 1.6091 0.31 10.314 0.238 -0.285 0.018 239.488205 -47.818218 61.833565 -37.233986 0.2926 -8.0997 -0.1692 -0.2018 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.686 2.994 1.392 1.171 0.671 -6.927 -0.76 5.75 2.25 2.16 -10.8 0.00353 12.53 5 7.35 3222.0 5.04 5 3.8529 0.174 10.314 0.238 -0.353 0.008 239.187592 -48.549137 60.913868 -37.041859 0.2833 -8.0961 -0.1611 -0.1974 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.576 3.043 1.349 1.194 0.688 14.806 7.552 13.68 -22.06 -18.22 1.54 0.00338 12.36 5 7.35 3312.0 4.92 3 1.3685 0.23 10.253 0.243 0.212 -0.015 239.269669 -48.574635 60.88245 -37.096378 0.2957 -8.1 -0.1682 -0.2067 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.596 3.062 1.345 1.178 0.679 -9.88 2.909 6.76 0.95 7.83 -13.56 0.00344 12.42 5 7.35 3353.0 4.93 4 2.5366 0.327 10.193 0.248 0.141 0.068 240.142624 -48.342701 61.176449 -37.674599 0.2906 -8.0962 -0.1675 -0.2021 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.121 3.055 1.356 1.15 0.661 -4.791 22.094 30.33 -34.58 4.33 -25.88 0.00342 11.92 5 7.35 3275.0 4.97 3 1.5103 0.336 10.132 0.253 -0.117 0.061 240.227615 -48.362827 61.150875 -37.731045 0.2925 -8.0965 -0.1687 -0.2036 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.084 3.114 1.334 1.133 0.652 15.03 18.735 14.58 -33.38 -3.4 6.55 0.00344 11.91 5 7.3 3445.0 4.94 4 2.4766 0.189 10.015 0.262 0.081 0.02 240.20311 -48.108532 61.472385 -37.714905 0.291 -8.0966 -0.1686 -0.2016 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.922 3.06 1.332 1.098 0.631 3.196 12.698 11.91 -21.45 -1.94 -6.45 0.00337 11.71 5 7.3 3372.0 4.99 3 1.7214 0.455 9.92 0.269 0.007 0.057 240.215179 -48.130909 61.444111 -37.722984 0.2969 -8.0984 -0.172 -0.2061 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.514 2.925 1.359 1.033 0.592 16.802 49.23 25.5 -79.79 4.63 -1.62 0.00333 11.26 5 7.3 3405.0 4.72 6 5.8653 0.519 9.828 0.276 -0.171 0.032 239.832779 -47.834412 61.816628 -37.4655 0.3 -8.1012 -0.1741 -0.2073 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.676 2.968 1.31 1.026 0.589 3.955 6.146 30.36 -19.08 -15.97 -18.29 0.00337 11.48 5 7.25 3333.0 4.85 7 8.741 0.243 9.695 0.286 0.136 -0.023 239.558044 -48.290955 61.240215 -37.285694 0.2964 -8.0999 -0.17 -0.2063 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.748 2.763 1.329 0.894 0.512 19.158 -19.783 10.77 11.39 -34.56 8.39 0.0034 10.57 5 7.2 3547.0 4.87 7 8.5005 0.491 9.346 0.318 -0.262 0.038 240.171555 -48.502609 60.974327 -37.693401 0.2939 -8.0969 -0.1689 -0.2051 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.107 2.694 1.275 0.839 0.479 14.412 -42.051 -2.28 41.22 -41.45 12.62 0.0035 10.03 5 7.15 3740.0 4.81 6 6.0747 0.587 8.921 0.365 0.105 0.054 239.349854 -48.300961 61.226227 -37.147282 0.2854 -8.0968 -0.1633 -0.1981 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.744 2.694 1.307 0.766 0.437 -0.376 -11.742 25.6 8.73 -17.6 -17.76 0.00352 9.66 5 7.1 3676.0 4.82 7 8.489 0.4 8.785 0.38 -0.122 -0.004 240.150513 -48.398312 61.106178 -37.679756 0.2845 -8.094 -0.1638 -0.1977 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.534 2.569 1.251 0.726 0.412 15.125 4.182 26.76 -20.64 -28.62 -6.57 0.00342 9.42 5 7.05 3846.0 4.67 3 1.5565 0.463 8.378 0.434 0.191 -0.052 239.726425 -47.936333 61.687428 -37.395153 0.2927 -8.0989 -0.1694 -0.2023 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
