g u-g g-r r-i i-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
20.098 2.186 0.858 0.302 0.158 4.732 -4.324 -2.04 21.96 -74.87 52.48 0.00031 7.46 5 6.45 4647.0 4.64 11 11.9105 0.722 6.93 0.571 -0.532 0.212 239.564957 -48.189972 61.367203 -37.289524 3.1856 -9.0758 -1.8311 -2.3594 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.564 1.89 0.729 0.262 0.129 -1.376 -7.968 185.07 51.59 -148.59 -156.43 0.00031 6.95 5 6.3 4772.0 4.88 11 12.1384 0.632 6.626 0.601 -0.655 0.293 239.73082 -48.239868 61.305401 -37.400387 3.1851 -9.0693 -1.8321 -2.3609 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.675 1.331 0.521 0.193 0.076 3.649 -7.968 19.97 62.45 -112.68 33.96 0.00031 6.1 5 5.75 5310.0 4.7 11 12.1098 0.657 5.982 0.667 -1.162 0.3 240.337585 -48.08255 61.505306 -37.804707 3.1977 -9.0572 -1.8563 -2.3644 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.92 1.173 0.37 0.118 0.018 5.624 -5.294 34.93 17.53 -113.1 28.56 0.00031 5.38 5 5.05 5843.0 4.55 11 12.0165 0.816 5.083 0.824 -0.312 0.181 239.181366 -47.827564 61.817665 -37.028141 3.1929 -9.0982 -1.8409 -2.3514 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.427 0.978 0.32 0.119 0.019 -3.548 -0.004 93.99 -3.89 -18.61 -110.67 0.00031 4.9 5 4.95 5922.0 4.48 11 12.048 0.66 4.892 0.875 -0.892 0.326 240.355865 -47.787975 61.878208 -37.816475 3.1892 -9.0598 -1.8623 -2.3471 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.767 0.957 0.27 0.097 0.004 6.367 -1.424 59.09 -31.07 -115.69 29.65 0.00031 4.25 5 4.8 6083.0 4.14 11 11.8716 0.766 4.305 1.08 -0.882 0.341 239.511261 -47.845604 61.799416 -37.249844 3.1809 -9.0831 -1.8396 -2.3431 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.757 2.166 1.069 0.432 0.246 16.336 -4.57 141.63 -95.04 -296.37 87.46 0.00031 9.05 5 6.8 4087.0 4.79 9 13.835 0.392 8.284 0.376 -2.427 0.264 240.490204 -47.715786 61.969978 -37.906567 3.2344 -9.0719 -1.8938 -2.3779 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.058 2.233 1.092 0.423 0.241 3.478 -10.666 51.06 68.73 -132.86 2.97 0.00031 8.35 5 6.75 4183.0 4.65 11 12.0017 0.517 7.657 0.495 -0.823 0.299 240.476532 -47.779087 61.889736 -37.897537 3.235 -9.0712 -1.8916 -2.3807 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.712 2.342 1.074 0.4 0.231 5.356 3.984 228.96 -147.88 -167.81 -108.65 0.00031 8.02 5 6.7 4279.0 4.74 11 12.0711 0.649 7.512 0.511 -0.388 0.249 239.546341 -47.902203 61.728683 -37.274109 3.222 -9.0948 -1.862 -2.3757 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.305 1.753 0.668 0.242 0.114 19.258 2.062 13.28 -128.94 -192.68 194.6 0.00031 6.68 5 6.2 4983.0 4.72 11 11.9036 0.566 6.469 0.615 -0.73 0.318 239.839905 -47.605988 62.104481 -37.467762 3.2245 -9.0923 -1.8798 -2.3664 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.118 1.674 0.622 0.224 0.101 13.035 -0.643 105.3 -122.65 -197.7 67.23 0.00031 6.5 5 6.1 5041.0 4.54 11 12.2008 0.693 6.31 0.632 -0.837 0.312 239.647705 -48.091545 61.491539 -37.343918 3.226 -9.0888 -1.8594 -2.3858 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.134 1.575 0.575 0.206 0.086 -1.446 -10.514 -35.1 162.38 -45.36 6.58 0.00031 6.53 5 5.95 5264.0 4.68 11 12.0698 0.729 6.147 0.647 -0.659 0.26 240.522903 -47.628948 62.080162 -37.928322 3.2245 -9.0693 -1.8918 -2.3673 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.239 0.99 0.305 0.109 0.012 2.927 -1.017 214.68 -75.95 -155.78 -133.03 0.00031 4.69 5 4.9 6077.0 4.26 11 11.974 0.737 4.698 0.935 -0.777 0.293 240.302826 -47.792164 61.872746 -37.780865 3.2246 -9.0732 -1.8818 -2.3735 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.734 2.396 1.205 0.479 0.277 11.828 -4.725 134.71 -62.52 -208.91 10.85 0.00031 9.02 5 6.9 4033.0 4.89 11 11.9666 0.55 8.101 0.437 -0.857 0.301 240.220139 -47.681805 62.011917 -37.724651 3.2545 -9.0882 -1.9017 -2.3914 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.105 2.226 1.09 0.423 0.241 3.306 2.794 146.24 -85.06 -95.75 -80.0 0.00031 8.4 5 6.75 4228.0 4.88 11 11.9937 0.541 7.657 0.495 -1.122 0.319 239.589462 -47.923912 61.701824 -37.303265 3.2407 -9.0993 -1.8729 -2.3905 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.594 1.809 0.721 0.263 0.13 8.55 3.145 60.47 -116.55 -119.84 63.97 0.00031 6.95 5 6.3 4798.0 4.88 11 11.9313 0.423 6.626 0.601 -0.782 0.351 239.96637 -48.555008 60.908649 -37.557377 3.2432 -9.0744 -1.8584 -2.416 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.991 1.489 0.568 0.207 0.088 4.756 0.532 124.51 -57.81 -94.32 -66.97 0.00031 6.37 5 5.95 5171.0 4.71 11 11.9471 0.671 6.147 0.647 -0.982 0.33 240.078613 -48.161701 61.405041 -37.631897 3.2459 -9.08 -1.8765 -2.4033 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.809 1.393 0.526 0.192 0.075 4.572 0.182 78.63 -65.66 -95.4 -3.01 0.00031 6.18 5 5.75 5318.0 4.58 11 11.9659 0.821 5.982 0.667 -0.876 0.334 240.196671 -48.011932 61.594509 -37.710423 3.2761 -9.0893 -1.9018 -2.4201 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.353 1.013 0.308 0.108 0.01 0.017 3.852 62.5 -66.51 -21.91 -32.34 0.00031 4.77 5 4.9 5990.0 4.36 11 12.1379 0.852 4.698 0.935 -0.766 0.291 240.51091 -48.215271 61.336849 -37.920044 3.2658 -9.0712 -1.8942 -2.4202 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.107 1.089 0.387 0.149 0.045 10.292 -8.223 11.87 52.8 -161.02 84.5 0.00031 3.51 4 4.95 5808.0 3.78 11 12.0373 0.727 3.474 1.86 -1.127 0.337 239.707733 -48.469921 61.015747 -37.385998 3.2624 -9.091 -1.8677 -2.4272 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.391 1.151 0.319 0.096 0.002 3.103 -0.939 -15.11 -3.6 -49.09 59.81 0.0003 3.79 4 4.65 5954.0 4.23 8 9.9026 0.996 3.713 1.465 -0.281 0.156 240.477081 -47.734585 61.946129 -37.897797 3.2866 -9.0892 -1.9234 -2.4172 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.513 2.422 1.184 0.47 0.276 3.962 -0.362 77.72 -44.3 -96.73 -11.62 0.0003 8.78 5 6.85 4010.0 4.72 11 12.0429 0.574 7.952 0.457 -0.509 0.261 240.446625 -48.346325 61.17104 -37.876637 3.2805 -9.0754 -1.8966 -2.4361 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.503 2.333 0.979 0.35 0.196 6.826 -1.389 61.79 -28.58 -121.8 26.83 0.0003 7.77 5 6.6 4480.0 4.89 11 11.9244 0.505 7.224 0.542 -0.189 0.255 240.535858 -48.233715 61.313377 -37.936581 3.2913 -9.0784 -1.9088 -2.4399 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.383 2.104 0.903 0.327 0.176 6.902 -4.195 43.13 -33.44 -128.77 56.64 0.0003 7.66 5 6.5 4492.0 4.88 11 12.0924 0.682 7.078 0.558 -0.709 0.269 239.369141 -48.155052 61.409439 -37.158604 3.3015 -9.1222 -1.8951 -2.4444 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.449 2.408 1.182 0.469 0.273 8.755 -0.29 57.21 -67.44 -117.84 39.68 0.0003 8.68 5 6.85 4101.0 4.67 8 10.014 0.373 7.724 0.508 -0.833 0.277 240.065445 -48.157108 61.410805 -37.623108 3.3307 -9.1087 -1.9255 -2.4663 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.375 1.375 0.463 0.155 0.046 4.784 0.76 110.29 -64.65 -114.34 -33.2 0.0003 5.73 5 5.45 5588.0 4.65 11 11.8457 0.924 5.637 0.713 -0.349 0.255 240.345978 -47.72467 61.958286 -37.80957 3.3241 -9.1063 -1.9433 -2.4446 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.558 1.093 0.337 0.111 0.013 5.534 -2.118 167.29 -48.07 -180.72 -61.48 0.0003 4.93 5 4.95 5914.0 4.51 11 12.0076 0.822 4.892 0.875 -0.523 0.222 239.913406 -48.010204 61.595604 -37.520912 3.3229 -9.1144 -1.9235 -2.4548 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.769 2.412 1.207 0.482 0.281 13.045 -0.468 55.11 -90.41 -166.65 92.26 0.0003 8.97 5 6.9 4004.0 4.76 11 11.9714 0.735 8.101 0.437 -0.644 0.265 240.347717 -48.440475 61.052246 -37.810474 3.3746 -9.1076 -1.9455 -2.5101 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.292 2.122 0.905 0.327 0.176 0.644 -2.359 149.79 -25.3 -120.23 -96.8 0.0003 7.52 5 6.5 4555.0 4.85 11 11.9644 0.671 7.078 0.558 -0.626 0.315 239.903427 -48.471069 61.014545 -37.515751 3.3755 -9.1222 -1.9362 -2.512 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.131 2.111 0.849 0.303 0.159 5.858 0.954 164.4 -92.77 -118.2 -90.61 0.0003 7.38 5 6.45 4572.0 4.78 11 12.1458 0.571 6.93 0.571 -0.653 0.269 240.224121 -48.244976 61.299881 -37.728928 3.3658 -9.1131 -1.9455 -2.4959 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.805 1.104 0.358 0.122 0.021 1.754 -0.326 127.92 -56.19 -72.88 -90.31 0.0003 5.15 5 5.05 5924.0 4.6 11 12.0392 0.744 5.083 0.824 -0.585 0.294 239.948151 -48.379139 61.130493 -37.54538 3.3694 -9.1207 -1.9371 -2.5038 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.246 2.32 1.168 0.458 0.261 4.664 -1.036 60.22 -32.99 -67.82 -13.12 0.00029 8.44 5 6.85 4144.0 4.84 8 9.7845 0.535 7.724 0.508 -0.93 0.309 240.027115 -47.898022 61.737724 -37.596371 3.3935 -9.1367 -1.9709 -2.5028 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.463 2.329 1.14 0.444 0.255 6.928 -3.633 67.81 -17.21 -128.8 16.22 0.0003 8.66 5 6.8 4161.0 4.85 11 11.8784 0.557 7.803 0.476 -0.73 0.267 239.379684 -48.113716 61.461403 -37.165169 3.3812 -9.1498 -1.9427 -2.5022 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.72 2.079 1.003 0.379 0.216 2.894 -4.453 164.89 -25.63 -160.26 -85.07 0.00029 7.92 5 6.65 4322.0 4.69 11 12.0922 0.492 7.368 0.528 -0.84 0.282 240.612396 -47.661869 62.038582 -37.988708 3.3902 -9.1205 -1.9895 -2.491 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.51 2.127 0.954 0.351 0.199 1.785 -3.399 130.63 -29.05 -102.98 -81.86 0.00029 7.72 5 6.6 4403.0 4.8 11 12.1277 0.686 7.224 0.542 -0.703 0.257 239.473587 -48.337818 61.180847 -37.229877 3.3988 -9.1476 -1.9462 -2.5242 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.28 2.014 0.893 0.329 0.176 6.851 2.914 79.28 -80.02 -91.35 0.43 0.0003 7.5 5 6.5 4513.0 4.68 11 11.9299 0.512 7.078 0.558 -0.819 0.247 239.828537 -47.681324 62.009457 -37.461021 3.3853 -9.1455 -1.9704 -2.4881 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.158 1.109 0.404 0.15 0.042 6.631 -6.185 -22.63 66.16 -120.58 99.23 0.00029 5.47 5 5.3 5642.0 4.58 11 11.9575 0.695 5.456 0.743 -1.076 0.333 240.063416 -47.888309 61.750183 -37.620655 3.3981 -9.1372 -1.9747 -2.5058 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.441 1.081 0.319 0.103 0.006 1.31 -7.834 99.59 67.18 -132.09 -62.07 0.0003 4.78 5 4.9 6043.0 4.41 11 12.012 0.753 4.698 0.935 -0.535 0.186 240.1427 -48.469555 61.016186 -37.674389 3.3828 -9.1166 -1.9452 -2.5174 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.753 1.263 0.58 0.237 0.108 7.557 5.732 178.92 -188.23 -139.62 -47.08 0.00029 7.02 5 6.1 5116.0 4.93 9 13.8901 0.437 6.541 0.56 -2.069 0.197 240.418671 -47.725105 61.957985 -37.858482 3.4174 -9.1348 -1.9992 -2.5136 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.96 2.185 1.057 0.399 0.229 0.015 -1.899 53.82 15.24 -90.44 -11.81 0.00029 8.15 5 6.7 4305.0 4.81 11 12.0953 0.715 7.512 0.511 -0.709 0.267 240.013229 -48.385574 61.122406 -37.588604 3.4014 -9.129 -1.9565 -2.528 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.126 2.338 1.074 0.4 0.231 3.886 -1.318 7.05 -7.24 -70.84 47.79 0.00029 8.3 5 6.7 4328.0 4.69 11 12.0604 0.671 7.512 0.511 -0.332 0.225 240.061264 -48.449123 61.042137 -37.62043 3.4257 -9.134 -1.969 -2.5487 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.706 1.289 0.483 0.177 0.063 7.848 3.326 99.54 -101.21 -124.02 14.9 0.00029 5.98 5 5.6 5398.0 4.53 11 11.8664 0.74 5.812 0.689 -0.915 0.294 239.478455 -47.741501 61.929764 -37.226295 3.4375 -9.174 -1.9913 -2.5291 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.443 1.323 0.456 0.157 0.048 6.596 -6.341 92.62 35.57 -159.15 -15.53 0.00029 5.73 5 5.45 5563.0 4.72 11 12.0352 0.931 5.637 0.713 -0.589 0.262 239.247055 -47.740421 61.927822 -37.070683 3.4204 -9.1762 -1.9767 -2.5165 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.475 1.054 0.314 0.105 0.008 0.317 -3.268 144.23 -27.25 -103.09 -98.7 0.00029 4.79 5 4.9 6057.0 4.62 11 11.9206 0.654 4.698 0.935 -0.514 0.208 240.120407 -47.984528 61.628906 -37.659306 3.4228 -9.1413 -1.9864 -2.528 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.483 0.942 0.28 0.104 0.008 7.687 -1.169 44.75 -43.51 -126.79 63.66 0.00029 4.8 5 4.8 6145.0 4.48 11 12.0572 0.994 4.502 1.0 -0.865 0.297 239.446579 -47.622456 62.078796 -37.202885 3.4338 -9.1765 -1.9931 -2.5216 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.729 1.993 0.972 0.371 0.212 1.645 3.063 106.23 -85.42 -68.81 -50.25 0.00029 7.9 5 6.6 4392.0 4.71 8 9.9177 0.61 7.161 0.573 -1.174 0.287 240.383667 -47.664543 62.034538 -37.834671 3.4556 -9.1501 -2.0232 -2.5394 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.608 1.417 0.495 0.173 0.06 10.595 -6.227 73.3 7.06 -204.5 56.46 0.00029 5.88 5 5.6 5405.0 4.64 11 11.9308 0.735 5.812 0.689 -0.548 0.32 240.186172 -48.311863 61.215351 -37.703594 3.4415 -9.138 -1.9859 -2.5551 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.517 1.13 0.327 0.1 0.004 2.992 -0.839 52.02 -16.46 -71.86 -7.84 0.00029 4.8 5 4.9 5945.0 4.42 8 10.102 0.867 4.502 1.023 -0.353 0.157 239.168472 -48.184914 61.369934 -37.02515 3.4737 -9.187 -1.9887 -2.5739 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.932 1.03 0.447 0.184 0.07 5.494 -3.998 108.78 -9.91 -171.24 -6.79 0.00029 6.2 5 5.55 5452.0 4.64 9 13.8988 0.659 6.03 0.614 -2.042 0.263 239.401688 -48.490452 60.988781 -37.183224 3.4661 -9.1693 -1.9773 -2.5806 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.559 1.888 0.679 0.239 0.112 0.773 -5.142 176.84 19.09 -175.04 -113.75 0.00029 6.77 5 6.2 4900.0 4.74 11 11.9858 0.736 6.469 0.615 -0.592 0.193 239.129623 -48.356049 61.155193 -37.001461 3.4707 -9.1833 -1.9795 -2.5786 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.804 1.327 0.487 0.175 0.062 6.62 1.278 48.67 -68.51 -83.53 36.39 0.00029 6.06 5 5.6 5408.0 4.79 11 12.215 0.742 5.812 0.689 -0.962 0.347 239.769196 -48.17157 61.391571 -37.425579 3.4606 -9.162 -1.994 -2.5637 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.557 1.286 0.452 0.158 0.049 9.797 -3.043 58.51 -58.65 -177.26 87.16 0.00029 5.82 5 5.45 5555.0 4.6 11 11.899 0.744 5.637 0.713 -0.636 0.235 239.674103 -47.61805 62.087376 -37.356155 3.4605 -9.1778 -2.0134 -2.5412 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.296 1.15 0.411 0.147 0.04 6.673 -8.516 100.57 47.75 -200.55 -2.54 0.00029 5.57 5 5.3 5589.0 4.43 11 12.0681 0.702 5.456 0.743 -0.637 0.272 239.405457 -48.085655 61.496864 -37.182037 3.467 -9.1788 -1.9936 -2.565 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.924 1.109 0.359 0.122 0.021 0.138 -4.01 85.11 24.57 -105.31 -43.04 0.00029 5.2 5 5.05 5935.0 4.36 11 12.004 0.774 5.083 0.824 -0.606 0.307 240.306595 -48.284668 61.249557 -37.783764 3.4728 -9.1447 -2.0075 -2.5773 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.679 0.954 0.263 0.096 0.004 9.51 6.055 33.89 -136.83 -93.83 88.5 0.00029 3.98 4 4.55 6166.0 4.11 11 11.8768 1.024 3.91 1.295 -0.869 0.293 239.171021 -47.875526 61.75745 -37.022049 3.4611 -9.1897 -1.9935 -2.5521 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.645 0.97 0.406 0.169 0.059 4.517 -4.037 -88.86 64.57 -10.34 97.41 0.00029 5.91 5 5.4 5622.0 4.78 9 13.8594 0.69 5.849 0.638 -2.259 0.312 240.579529 -47.599388 62.117783 -37.966396 3.4866 -9.1549 -2.0478 -2.5597 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.054 2.285 1.068 0.399 0.23 6.407 -12.044 148.35 86.79 -251.72 -40.7 0.00029 8.18 5 6.7 4262.0 4.76 11 12.0682 0.332 7.512 0.511 -0.324 0.302 240.023422 -47.743675 61.932495 -37.592762 3.4994 -9.1757 -2.0384 -2.575 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.62 1.63 0.657 0.243 0.116 2.994 -2.235 119.56 -42.54 -124.64 -42.82 0.00029 6.83 5 6.2 4989.0 4.68 11 11.94 0.666 6.469 0.615 -0.961 0.305 240.413895 -47.916416 61.715649 -37.855705 3.4898 -9.1548 -2.034 -2.575 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.79 1.52 0.536 0.189 0.072 6.139 1.505 -122.78 -20.77 29.62 148.19 0.00029 6.02 5 5.75 5288.0 4.69 11 12.2116 0.743 5.982 0.667 -0.705 0.282 239.435638 -48.125195 61.447525 -37.202641 3.4866 -9.1835 -2.004 -2.5812 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.821 1.018 0.326 0.117 0.017 8.979 -1.755 179.52 -87.98 -191.77 -50.13 0.00029 5.1 5 4.95 5945.0 4.58 11 11.9625 1.075 4.892 0.875 -0.651 0.318 240.42305 -47.866333 61.779118 -37.861782 3.4854 -9.1541 -2.0335 -2.5697 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.734 2.453 1.213 0.491 0.29 2.046 -5.596 16.87 74.86 -81.78 8.65 0.00028 8.85 5 6.9 4060.0 4.69 11 11.9831 0.426 8.101 0.437 -0.478 0.29 239.523041 -47.649662 62.045685 -37.254856 3.5108 -9.1996 -2.0383 -2.5797 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.871 1.762 0.761 0.286 0.146 4.285 4.262 112.0 -99.36 -86.29 -41.77 0.00028 7.04 5 6.35 4739.0 4.8 11 12.0818 0.715 6.779 0.587 -0.998 0.331 239.396378 -48.074043 61.511345 -37.175846 3.5173 -9.1965 -2.0228 -2.6019 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.439 1.109 0.404 0.15 0.042 0.493 0.072 214.38 -96.26 -134.96 -137.64 0.00029 5.69 5 5.3 5663.0 4.74 11 12.0627 0.774 5.456 0.743 -0.913 0.345 239.988617 -48.290413 61.242455 -37.572178 3.5043 -9.1662 -2.019 -2.601 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.039 0.939 0.267 0.098 0.005 4.154 -0.546 123.04 -47.42 -150.11 -29.89 0.00029 4.31 5 4.8 6097.0 4.47 11 11.9561 0.966 4.305 1.08 -0.872 0.312 240.577728 -48.324451 61.198112 -37.963928 3.5031 -9.1442 -2.0288 -2.6015 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.772 1.373 0.442 0.131 0.026 11.439 6.995 344.64 -290.6 -240.76 -148.74 0.00028 5.99 5 5.25 5747.0 4.55 9 13.9475 0.566 5.663 0.667 -0.058 0.219 239.560959 -48.206417 61.346493 -37.286999 3.5353 -9.1936 -2.0313 -2.6207 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
